title,description,userState,userCity,status,created,url
Negativa na troca da correia dentada e problema mecânico em Tracker 2021,"Adquiri uma tacker 2021 .Modelo Premier 1.2 zero km.Estive em julho de 2025 na concessionaria Sabenauto duque de caxias, a respeito da campanha da troca da correia dentada banhada a oleo,que se fosse trocada ,me estenderia a garantia ate 250 mil kms.pra minha surpresa,fui informado que meu carro ,apesar do mesmo motor do onix,não estava incluido na referida campanha,indaguei c a consultora o motivo e me foi dito que era ordem da fábrica.Pois ontem de manha ao ligar o veículo o mesmo nao pegou e apresentou um barulho .Liguei pra concessionaria e me falaram que nada podiam fazer a naõ ser que pagasse uma taxa pra averiguação.Assim que tratam seus clientes,esperam o veículo dar defeito pra levar o mesmo rebocado pra concessionaria..GM nunca mais",RJ,Duque de Caxias,PENDING,2025-10-08T16:55:51,https://www.reclameaqui.com.br/chevrolet/negativa-na-troca-da-correia-dentada-e-problema-mecanico-em-tracker-2021_KVkhLup6hMXsAeEX/
Erro código 84 no painel do Onix Plus 2021 dentro da garantia sem solução na concessionária,"Tenho um CHEV/ONIX PLUS 10TAT LT1 2021 desdo Maio Ele apresenta um erro no Painel , código 84 , o veículo ainda está na garantia , não consigo resolver na concessionária, daqui a pouco a garantia vence , e fico com esse problema , verifiquei na internet que pode ser uma coisa simples , ou algo bem complexo , preciso que a empresa me dê esse suporte , o veículo ainda está na garantia",GO,Valparaíso de Goiás,PENDING,2025-10-08T16:09:19,https://www.reclameaqui.com.br/chevrolet/erro-codigo-84-no-painel-do-onix-plus-2021-dentro-da-garantia-sem-solucao-na-concessionaria_4yE8UpUMO3qwn4R8/
Embreagem danificada com baixa quilometragem e recusa da garantia pela Chevrolet,"Comprei um Onix 1.0 turbo em Maio/24 Zero KM, Fiz a 1a revisão em Maio/25 mas porque já estava completando 1 ano mas não 10.000 km, na ocasião o carro estava com aproximadamente 8.000 Km e só paguei a troca de óleo! Em Setembro/25 o carro simplesmente parou na rua não tinha mais tração, tive que chamar um técnico da Porto Seguro no local que chamou um guincho pois pela KM ele disse que estava na garantia e era melhor levar para Concessionária, foi o que fiz, fomos com o Guincho até a Concessionária Absoluta da Direitos Humanos local onde comprei o veículo, identificaram o problema que era na embreagem e pra minha surpresa me disseram que esse serviço não estava na garantia porque já havia passado 1 ano da compra mesmo estando com menos de 10.000 km, na realidade 9899 km, ou seja 4 meses após ter saído da 1a revisão, me disseram que iam tentar junto a Chevrolet para conseguir fazer a troca da embreagem como cortesia pois havia passado muito pouco tempo da revisão! Liguei para o Sac da Chevrolet e não adiantou pois a atendente me disse que na página 240 do manual constava isso. A Concessionária tentou através do Chefe Paulo da Oficina e obteve a recusa! A troca das peças com o serviço ficou em R$ 4.675,11, valor que paguei hoje! Dirijo a 47 anos já tive diversos carros, inclusive Chevrolet, nunca tive problemas com embreagem em nenhum veículo e o meu anterior era um Onix Joy que negociei na troca com esse! A Chevrolet ficou com esse valor mas perdeu um cliente consumidor da marca porque essa atitude não condiz com uma empresa desse porte que despreza seu consumidor pensando somente no lucro! Chevrolet nunca mais!!!",SP,São Paulo,PENDING,2025-10-08T15:41:27,https://www.reclameaqui.com.br/chevrolet/embreagem-danificada-com-baixa-quilometragem-e-recusa-da-garantia-pela-chevrolet_eYDFDVmPVlCvPDbK/
Cobrança abusiva e falta de comunicação na troca da bateria do Tracker 2022 na concessionária Nova Chevrolet Tatuapé.,"Srs, Tenho um carro, Tracker 2022 - porem, estava dando problemas, no momento da partida, porem, ja tinha ido na concessonaria fazer revisao, o qual todos anos levo nesta NOVA CHEVROLET TATUAPE, REVISAO., liguei e avisei que estaria indo levar devido<br /><br />a este problema. Chegando la, falaram que iriam fazer orçamento. Quando cheguei para ver &#39;orçamento&#39;, ja tinha colocado BATERIA, nem fiquei sabendo, so que, o valor, pensei que fosse &#39; NAVE&#39;, o valor absurdo, falaram r$ 2.260,00., nao acreditei. falei com<br /><br />gerente, Tiago o qual falou que, eu por ser cliente &#39;fiel&#39;, nao cobrou o escane, nossa!!!! valor de R$ 2.000,00, sendo que a bateria por ser &#39;genuina&#39; falou que seria este mesmo. nao acreditei e ainda insistir desconto, dise que poderia chegar R$ 1.900,00,<br /><br />lamentavel assalto a mao armada. Falei que, este valor estaria fora orçamento, ele disse que nao poderia fazer nada., ou melhor podendo dividir no cartao.. Agora pergunto, ACDELCO, QUE VALOR E ESTE????,QUAL SUA DÚVIDA=Outros,PRIMEIRO CONTATO SOBRE O ASSUNTO?=Sim<br /><br />Nome : EDNA<br /><br />Sobrenome : DA SILVA<br /><br /><br />Celular : *****",SP,São Paulo,PENDING,2025-10-08T15:30:46,https://www.reclameaqui.com.br/chevrolet/cobranca-abusiva-e-falta-de-comunicacao-na-troca-da-bateria-do-tracker-2022-na-concessionaria-nova-chevrolet-tatuape_Ic91T-vLclEyUcEd/
Cobrança indevida do plano OnStar após a venda do veículo Chevrolet.,"Tenho um plano Onstar fidelidade que não se pode cancelar e concordo com isso , enquanto tiver um carro da Chevrolet. Eu vendi o meu carro e me falaram que tinha que continuar pagando o plano mensal. ABSURDO.",MG,Belo Horizonte,ANSWERED,2025-10-08T13:11:55,https://www.reclameaqui.com.br/chevrolet/cobranca-indevida-do-plano-onstar-apos-a-venda-do-veiculo-chevrolet_LTUs3mvDKJhC1J6d/
Demora excessiva no reparo em garantia do veículo Chevrolet Spin,"<br />Assunto: Reclamação  Demora no atendimento de garantia<br />Veículo: Chevrolet Spin  Placa *****<br /><br />Prezados Senhores,<br /><br />Venho, por meio desta, formalizar reclamação em razão da demora excessiva no atendimento referente ao reparo em garantia do veículo Chevrolet Spin, placa *****, deixado na concessionária Aspen Macaé em 22 de setembro de 2025.<br /><br />Na ocasião, foi informado prazo de 15 (quinze) dias para a chegada da peça necessária ao conserto, o que, contudo, não foi cumprido até a presente data, ultrapassando amplamente o prazo razoável previsto pelo Código de Defesa do Consumidor (art. 18, 1).<br /><br />Saliento que o veículo em questão é de uso essencial para transporte familiar, incluindo meus filhos e esposa, sendo, portanto, indispensável para nossas atividades diárias. A ausência de solução ou posicionamento concreto da concessionária tem causado transtornos e prejuízos significativos.<br /><br />Diante do exposto, solicito providências imediatas, com a devida informação sobre o status do pedido da peça, o prazo definitivo para conclusão do reparo e, se for o caso, a disponibilização de veículo reserva, conforme previsto em situações de atraso injustificado em serviços de garantia.<br /><br />Aguardo retorno formal no prazo máximo de 48 (quarenta e oito) horas, sob pena de adoção das medidas administrativas e judiciais cabíveis.",RJ,Macaé,PENDING,2025-10-08T12:56:31,https://www.reclameaqui.com.br/chevrolet/demora-excessiva-no-reparo-em-garantia-do-veiculo-chevrolet-spin_3CfReoETnCPtZNqD/
Negativa indevida da concessionária em aplicar campanha de troca da correia dentada e cobertura dos danos no motor do Chevrolet Onix Plus 2023,"Sou filha do proprietário de um Chevrolet Onix Plus 1.0 ano/modelo 2023, que sofreu rompimento da correia dentada aos 91.000 km, ocasionando danos severos ao cabeçote do motor. O veículo foi levado à concessionária Carrera Chevrolet Villa Lobos, onde o atendimento foi negado sob justificativas contraditórias e inconsistentes com a campanha oficial da própria marca.<br /><br />Os argumentos apresentados pela concessionária foram:<br /><br />Suposto uso de óleo incorreto, mesmo com a apresentação de notas fiscais comprovando o uso do óleo totalmente compatível com o manual do fabricante;<br /><br />Alegação de que a campanha de troca da correia por R$700,00 seria válida apenas para veículos com todas as revisões feitas na rede autorizada o que é falso e contradiz frontalmente o material oficial da Chevrolet e as orientações recebidas pelo SAC.<br /><br />A campanha de reativação da garantia da correia dentada, lançada pela Chevrolet em 2025, afirma de forma expressa e pública que:<br /><br />É válida para modelos 1.0 e 1.0 Turbo da linha Onix/Onix Plus (geração atual);<br /><br />Inclui veículos que não realizaram revisões na rede autorizada, desde que passem pela inspeção e troca de óleo/filtro mediante valor fixo;<br /><br />Prevê a inspeção da correia dentada e substituição por R$700,00 caso seja identificado defeito, desgaste prematuro ou risco de rompimento;<br /><br />Abrange também proprietários que compraram o veículo usado ou sem histórico completo de manutenção.<br /><br />Portanto, a negativa da concessionária não apenas ignora a campanha oficial, mas cria uma barreira indevida e ilegal ao direito do consumidor, distorcendo a comunicação pública da própria montadora.<br /><br />Para reforçar o impasse, ao entrar em contato com o SAC da Chevrolet, fomos orientados a levar o carro à concessionária para avaliação, e em caso de recusa, o SAC determinou que o caso fosse encaminhado à fábrica (subido para análise).<br />Mesmo com essa orientação oficial, a concessionária se recusou novamente a aplicar a campanha, alegando:<br /><br />Que as notas fiscais apresentadas seriam [Editado pelo Reclame Aqui];<br /><br />Que o óleo seria supostamente falso, sem qualquer prova técnica;<br /><br />E que o benefício não seria mais válido após o rompimento da correia, o que não consta em nenhum trecho da campanha oficial.<br /><br />Trata-se de um caso claro de contradição entre o que a Chevrolet comunica oficialmente e o que suas concessionárias praticam, colocando o consumidor em um limbo de responsabilidades e prejudicando diretamente trabalhadores que dependem do veículo como é o caso do meu pai, taxista de 65 anos, que está há mais de 10 dias sem poder trabalhar enquanto o carro permanece parado na concessionária, acumulando prejuízos financeiros e emocionais.<br /><br />Solicito, com base nos direitos do consumidor e na própria campanha da marca:<br /><br />A aplicação imediata da campanha oficial de inspeção e troca da correia dentada, conforme divulgado pela Chevrolet;<br /><br />A cobertura integral dos danos causados ao motor decorrentes do rompimento da correia;<br /><br />A compensação pelos dias de paralisação do veículo e prejuízos financeiros sofridos.<br /><br />Este caso representa não apenas uma falha de atendimento, mas uma contradição institucional grave, que fragiliza a confiança do consumidor e coloca em dúvida a credibilidade da comunicação da Chevrolet.<br /><br />Aguardo resposta urgente e uma posição oficial da montadora diante da incoerência entre o discurso público e a prática interna da rede autorizada.<br /><br />Atenciosamente,<br />*****",SP,São Paulo,ANSWERED,2025-10-08T12:00:10,https://www.reclameaqui.com.br/chevrolet/negativa-indevida-da-concessionaria-em-aplicar-campanha-de-troca-da-correia-dentada-e-cobertura-dos-danos-no-motor-do-chevrolet-onix-plus-2023_H65F68zMjZDsJ_CY/
Bloqueio de configuração de áudio e cobrança abusiva para desbloqueio na Tracker 2023,"Boa Tarde, <br />Possuo uma Tracker 2023 e a Mídia Mylink3 veio com bloqueio de configuração de fader dianteiro e traseiro de fábrica, não permitindo regular o som. <br /><br />Adquiri o veículo maior, pensando no conforto pois acabou de nascer meu filho e até o momento só me arrependi de ter trocado meu ONIX pela Tracker, eu era Chevrolet a vida inteira mas desde a ultima troca estou me arrependendo. As Concessionárias que sabem realizar o desbloqueio querem cobrar valor altíssimo para algo tão simples e a concessionária da minha cidade simplesmente quer cobrar um valor alto na sem ao menos saber se vai dar certo, ou seja, Chevrolet, vocês colocam uma mídia relativamente boa, terceira geração neste caso, com uma trava em uma regulagem de som, SIMPLES, as concessionárias ou são incompetentes ou querem cobrar caríssimo para desbloquear R$400,00. Enquanto isso, não posso reduzir o som na parte de traz do veículo. <br /><br />Não digo que tenha que ser de graça, você tem que lucrar ok, sem problemas. A mão de obra da Chevrolet e seus representantes. mas o valor que estão cobrando passa longeeeeee do justo. <br /><br />Além dos defeitos deste ano por conta da pandemia que essa geração sofreu mas que há como contornar como ausência do Bluetooth. <br /><br />Só gostaria que a montadora ajudasse e não fugisse dessa reclamação novamente. a final de contas a gravata na frete do parachoque e no portamalas é CHEVROLET. <br /><br />A marca está na família desde os meus avós!! <br /><br />",PR,Paranaguá,PENDING,2025-10-08T11:25:44,https://www.reclameaqui.com.br/chevrolet/bloqueio-de-configuracao-de-audio-e-cobranca-abusiva-para-desbloqueio-na-tracker-2023_6JK5To_jmpx-SN2M/
Carro Onix Plus com eixo quebrado e garantia não cobre,"Comprei um carro na localiza onix plus sedan 2023/2024 que ja veio com o eixo quebrado, colocando minha vida em risco, mas a garantia da localiza não cobre esse problema e informa não ter nada a ver com isso.",MG,Belo Horizonte,PENDING,2025-10-08T10:27:13,https://www.reclameaqui.com.br/chevrolet/carro-onix-plus-com-eixo-quebrado-e-garantia-nao-cobre_jgc8AXml5l_9DlDX/
Demora excessiva no reparo do veículo por falta de peça (chicote),"Prezados;<br /><br />Meu veículo está há mais de dois meses na concessionária SULPAVE Registro/SP, aguardando reparo devido à falta da peça CHICOTE n 26385709. Segundo o colaborador Bruno, a peça foi solicitada há mais de um mês, mas até o momento não houve entrega.<br /><br />Já recebi diversos contatos com promessas de envio, incluindo a previsão de chegada ao centro de distribuição na última sexta-feira o que novamente não se concretizou. Além disso, fui informado por um representante da GM que a peça que seria enviada não passou no teste de qualidade.<br />Gostaria de destacar que é inaceitável que uma fábrica não consiga fornecer uma peça fundamental de um veículo popular. Se a produção de um simples chicote enfrenta esse nível de dificuldade, é urgente rever os processos logísticos e de qualidade da marca.<br /><br />Enquanto isso, continuo sem o veículo e arcando com custos adicionais de transporte (Uber e locação), em decorrência de uma falha exclusivamente atribuída ao fornecimento da Chevrolet.<br /><br />Diante disso, reforço a urgência da situação e solicito um prazo definitivo e realista para a entrega da peça. É inadmissível que um item de reposição tão básico esteja indisponível por tanto tempo.<br />Sempre valorizei a marca Chevrolet, mas este episódio tem comprometido seriamente minha confiança na empresa.<br /><br />Aguardo um posicionamento com a máxima urgência.",SP,Registro,PENDING,2025-10-08T10:16:52,https://www.reclameaqui.com.br/chevrolet/demora-excessiva-no-reparo-do-veiculo-por-falta-de-peca-chicote_ihdjAMXGhpReKTeG/
Dificuldade para cancelar pacote Onstar após venda do veículo e canais de atendimento insuficientes.,"Boa noite. Já vendi meu carro da GM, estou tentando cancelar o pacote de serviços Onstar, porém não consigo. Insuficientes os canais de atendimento.",BA,Jacobina,PENDING,2025-10-08T02:00:33,https://www.reclameaqui.com.br/chevrolet/dificuldade-para-cancelar-pacote-onstar-apos-venda-do-veiculo-e-canais-de-atendimento-insuficientes_HVvlwyMbXEqjw8YS/
